from_word;to_word;LanguageWeight;FamilyWeight;Valence.x;Arousal.x;Dominance.x;Valence.y;Arousal.y;Dominance.y
patronage;sponsorship;2;2;0,583;0,49;0,583;0,854;0,608;0,696
assistance;sponsorship;2;1;0,656;0,519;0,633;0,854;0,608;0,696
bail;sponsor;2;2;0,373;0,52;0,561;0,729;0,537;0,8
godmother;sponsor;2;2;0,733;0,311;0,53;0,729;0,537;0,8
advocate;spokesman;2;1;0,551;0,53;0,818;0,72;0,48;0,611
mouthpiece;spokesman;2;1;0,573;0,346;0,393;0,72;0,48;0,611
plunder;spoil;2;2;0,125;0,894;0,574;0,146;0,723;0,328
booty;spoil;2;2;0,663;0,587;0,784;0,146;0,723;0,328
prey;spoil;2;2;0,378;0,5;0,306;0,146;0,723;0,328
pillage;spoil;2;2;0,24;0,685;0,375;0,146;0,723;0,328
loot;spoil;3;2;0,604;0,711;0,537;0,146;0,723;0,328
sack;spoil;2;2;0,385;0,337;0,264;0,146;0,723;0,328
quarry;spoil;2;2;0,378;0,426;0,45;0,146;0,723;0,328
catch;spoil;3;2;0,531;0,437;0,552;0,146;0,723;0,328
chase;spoil;2;2;0,396;0,878;0,623;0,146;0,723;0,328
cracking;splitting;2;1;0,327;0,557;0,286;0,188;0,598;0,375
split;splitting;2;2;0,344;0,618;0,41;0,188;0,598;0,375
cleavage;splitting;2;2;0,542;0,602;0,454;0,188;0,598;0,375
division;splitting;2;2;0,37;0,481;0,472;0,188;0,598;0,375
deal;splitting;2;2;0,719;0,599;0,543;0,188;0,598;0,375
partition;splitting;2;2;0,615;0,469;0,567;0,188;0,598;0,375
flaw;split;3;2;0,319;0,491;0,175;0,344;0,618;0,41
chap;split;2;2;0,55;0,41;0,345;0,344;0,618;0,41
fissure;split;3;2;0,333;0,51;0,431;0,344;0,618;0,41
rent;split;2;2;0,344;0,429;0,446;0,344;0,618;0,41
crack;split;5;2;0,302;0,625;0,4;0,344;0,618;0,41
rift;split;3;2;0,246;0,519;0,289;0,344;0,618;0,41
cranny;split;2;2;0,194;0,471;0,25;0,344;0,618;0,41
slit;split;2;2;0,406;0,49;0,366;0,344;0,618;0,41
hole;split;2;2;0,531;0,31;0,33;0,344;0,618;0,41
crevice;split;2;2;0,361;0,471;0,275;0,344;0,618;0,41
leak;split;2;2;0,378;0,833;0,52;0,344;0,618;0,41
cleavage;split;2;2;0,542;0,602;0,454;0,344;0,618;0,41
shake;split;2;2;0,439;0,689;0,539;0,344;0,618;0,41
divided;split;2;2;0,271;0,623;0,391;0,344;0,618;0,41
secession;split;2;2;0,323;0,561;0,509;0,344;0,618;0,41
gap;split;2;2;0,396;0,451;0,357;0,344;0,618;0,41
slot;split;2;2;0,469;0,337;0,337;0,344;0,618;0,41
opening;split;2;2;0,667;0,51;0,62;0,344;0,618;0,41
recess;split;2;2;0,646;0,51;0,367;0,344;0,618;0,41
chip;splinter;2;2;0,479;0,382;0,452;0,136;0,422;0,325
splint;splinter;3;2;0,179;0,4;0,343;0,136;0,422;0,325
shiver;splinter;3;2;0,26;0,765;0,236;0,136;0,422;0,325
sliver;splinter;4;3;0,388;0,347;0,291;0,136;0,422;0,325
snatch;splinter;2;2;0,219;0,861;0,691;0,136;0,422;0,325
fragment;splinter;3;2;0,211;0,316;0,429;0,136;0,422;0,325
scrap;splinter;2;2;0,156;0,339;0,173;0,136;0,422;0,325
sliver;splint;2;2;0,388;0,347;0,291;0,179;0,4;0,343
joint;splice;3;2;0,615;0,392;0,566;0,386;0,46;0,377
junction;splice;2;2;0,49;0,481;0,364;0,386;0,46;0,377
seal;splice;2;2;0,49;0,218;0,518;0,386;0,46;0,377
connection;splice;2;2;0,729;0,56;0,655;0,386;0,46;0,377
brilliance;splendor;2;2;0,99;0,673;0,83;0,927;0,612;0,85
glory;splendor;3;2;0,948;0,735;0,817;0,927;0,612;0,85
polish;splendor;2;2;0,604;0,412;0,533;0,927;0,612;0,85
grandeur;splendor;3;3;0,885;0,796;0,839;0,927;0,612;0,85
sheen;splendor;2;2;0,812;0,51;0,712;0,927;0,612;0,85
shine;splendor;2;2;0,844;0,539;0,741;0,927;0,612;0,85
magnificence;splendor;2;2;0,802;0,81;0,92;0,927;0,612;0,85
brightness;splendor;2;2;0,938;0,623;0,66;0,927;0,612;0,85
radiance;splendor;2;2;0,796;0,625;0,719;0,927;0,612;0,85
pomp;splendor;2;2;0,448;0,491;0,413;0,927;0,612;0,85
show;splendor;2;2;0,673;0,771;0,719;0,927;0,612;0,85
pompous;splendid;2;2;0,5;0,571;0,409;0,896;0,74;0,81
rich;splendid;2;2;0,882;0,627;0,905;0,896;0,74;0,81
proud;splendid;2;2;0,906;0,7;0,873;0,896;0,74;0,81
magnificent;splendid;4;3;1;0,68;0,886;0,896;0,74;0,81
grandiose;splendid;3;2;0,9;0,682;0,864;0,896;0,74;0,81
rare;splendid;2;2;0,396;0,413;0,236;0,896;0,74;0,81
glorious;splendid;4;2;0,959;0,673;0,827;0,896;0,74;0,81
royal;splendid;2;2;0,796;0,43;0,759;0,896;0,74;0,81
brilliant;splendid;4;2;0,939;0,575;0,923;0,896;0,74;0,81
noble;splendid;2;2;0,906;0,345;0,61;0,896;0,74;0,81
radiant;splendid;2;2;0,888;0,717;0,791;0,896;0,74;0,81
resplendent;splendid;4;2;0,905;0,673;0,755;0,896;0,74;0,81
shiny;splendid;4;2;0,885;0,604;0,787;0,896;0,74;0,81
bright;splendid;2;2;0,89;0,527;0,812;0,896;0,74;0,81
shining;splendid;2;2;0,885;0,673;0,812;0,896;0,74;0,81
sparkling;splendid;2;2;0,7;0,418;0,598;0,896;0,74;0,81
lustrous;splendid;3;2;0,771;0,606;0,598;0,896;0,74;0,81
orient;splendid;2;2;0,667;0,422;0,667;0,896;0,74;0,81
spatter;splatter;4;2;0,292;0,63;0,315;0,312;0,596;0,352
splash;splatter;2;2;0,521;0,412;0,281;0,312;0,596;0,352
mark;splash;2;2;0,491;0,231;0,6;0,521;0,412;0,281
smear;splash;2;2;0,23;0,433;0,4;0,521;0,412;0,281
flaw;splash;2;2;0,319;0,491;0,175;0,521;0,412;0,281
speck;splash;2;2;0,418;0,245;0,343;0,521;0,412;0,281
blur;splash;2;2;0,268;0,471;0,205;0,521;0,412;0,281
patch;splash;2;2;0,439;0,288;0,283;0,521;0,412;0,281
dab;splash;2;2;0,51;0,337;0,34;0,521;0,412;0,281
blemish;splash;2;2;0,219;0,558;0,272;0,521;0,412;0,281
shrewd;spiteful;2;2;0,551;0,673;0,816;0,073;0,71;0,33
malign;spiteful;2;2;0,14;0,765;0,481;0,073;0,71;0,33
malevolent;spiteful;3;3;0,094;0,854;0,613;0,073;0,71;0,33
malignant;spiteful;2;2;0,143;0,824;0,37;0,073;0,71;0,33
malice;spite;3;2;0,073;0,811;0,492;0,08;0,6;0,317
point;spit;2;1;0,49;0,193;0,431;0,149;0,545;0,436
broach;spit;2;2;0,438;0,439;0,675;0,149;0,545;0,436
drivel;spit;2;2;0,398;0,469;0,463;0,149;0,545;0,436
saliva;spit;3;2;0,214;0,265;0,236;0,149;0,545;0,436
psychic;spiritual;2;2;0,49;0,559;0,726;0,938;0,327;0,564
pneumatic;spiritual;2;1;0,337;0,52;0,5;0,938;0,327;0,564
intellectual;spiritual;3;2;0,906;0,455;0,845;0,938;0,327;0,564
ecclesiastical;spiritual;2;2;0,673;0,27;0,66;0,938;0,327;0,564
busy;spirited;2;1;0,402;0,5;0,474;0,854;0,587;0,734
smart;spirited;2;2;0,906;0,607;0,923;0,854;0,587;0,734
intense;spirited;2;2;0,592;0,774;0,679;0,854;0,587;0,734
alive;spirited;2;2;0,816;0,637;0,731;0,854;0,587;0,734
active;spirited;2;2;0,847;0,73;0,731;0,854;0,587;0,734
breezy;spirited;2;2;0,531;0,472;0,482;0,854;0,587;0,734
perky;spirited;2;2;0,896;0,792;0,673;0,854;0,587;0,734
animated;spirited;2;2;0,823;0,676;0,538;0,854;0,587;0,734
brisk;spirited;2;2;0,719;0,745;0,742;0,854;0,587;0,734
hot;spirited;2;2;0,49;0,74;0,573;0,854;0,587;0,734
lively;spirited;3;2;0,847;0,81;0,642;0,854;0,587;0,734
merry;spirited;2;2;0,979;0,731;0,764;0,854;0,587;0,734
racy;spirited;2;2;0,427;0,566;0,39;0,854;0,587;0,734
live;spirited;2;2;0,88;0,673;0,676;0,854;0,587;0,734
quick;spirited;2;2;0,704;0,755;0,75;0,854;0,587;0,734
resolute;spirited;2;2;0,771;0,51;0,712;0,854;0,587;0,734
categorical;spirited;2;2;0,615;0,442;0,76;0,854;0,587;0,734
gritty;spirited;2;2;0,417;0,373;0,375;0,854;0,587;0,734
manly;spirited;2;2;0,698;0,633;0,846;0,854;0,587;0,734
snappy;spirited;2;2;0,573;0,592;0,418;0,854;0,587;0,734
apt;spirited;2;2;0,582;0,418;0,382;0,854;0,587;0,734
bold;spirited;2;2;0,49;0,271;0,483;0,854;0,587;0,734
hardy;spirited;2;2;0,571;0,569;0,81;0,854;0,587;0,734
plucky;spirited;2;2;0,816;0,817;0,88;0,854;0,587;0,734
courageous;spirited;2;2;0,918;0,587;0,879;0,854;0,587;0,734
brave;spirited;2;2;0,837;0,75;0,917;0,854;0,587;0,734
psyche;spirit;3;3;0,427;0,375;0,435;0,786;0,37;0,621
specter;spirit;2;2;0,265;0,723;0,54;0,786;0,37;0,621
apparition;spirit;2;2;0,406;0,573;0,636;0,786;0,37;0,621
appearance;spirit;2;2;0,669;0,49;0,534;0,786;0,37;0,621
poltergeist;spirit;2;2;0,271;0,784;0,544;0,786;0,37;0,621
alcohol;spirit;2;1;0,323;0,667;0,377;0,786;0,37;0,621
manhood;spirit;2;2;0,625;0,735;0,858;0,786;0,37;0,621
audacity;spirit;2;2;0,76;0,755;0,916;0,786;0,37;0,621
courage;spirit;2;2;0,83;0,728;0,849;0,786;0,37;0,621
nerve;spirit;2;2;0,129;0,698;0,307;0,786;0,37;0,621
fortitude;spirit;2;2;0,823;0,608;0,897;0,786;0,37;0,621
bravery;spirit;2;2;0,898;0,745;0,868;0,786;0,37;0,621
sand;spirit;2;2;0,582;0,279;0,304;0,786;0,37;0,621
pluck;spirit;2;2;0,375;0,583;0,474;0,786;0,37;0,621
mood;spirit;2;2;0,72;0,5;0,5;0,786;0,37;0,621
shade;spirit;2;2;0,388;0,265;0,278;0,786;0,37;0,621
spire;vertex;3;2;0,354;0,358;0,389;0,316;0,51;0,491
pinnacle;spire;3;2;0,633;0,39;0,508;0,354;0,358;0,389
head;spire;2;1;0,53;0,472;0,558;0,354;0,358;0,389
peak;spire;4;2;0,5;0,345;0,431;0,354;0,358;0,389
helix;spiral;3;2;0,521;0,462;0,509;0,49;0,624;0,361
prickly;spiny;2;2;0,333;0,587;0,456;0,167;0,639;0,528
maiden;spinster;2;2;0,755;0,396;0,461;0,357;0,368;0,345
comb;spine;2;2;0,49;0,123;0,268;0,495;0,461;0,6
ridge;spine;2;2;0,484;0,402;0,349;0,495;0,461;0,6
backbone;spine;4;2;0,538;0,464;0,62;0,495;0,461;0,6
prick;spine;2;2;0,323;0,764;0,269;0,495;0,461;0,6
barb;spine;2;2;0,448;0,365;0,417;0,495;0,461;0,6
burr;spine;2;2;0,39;0,426;0,308;0,495;0,461;0,6
round;spin;2;2;0,552;0,434;0,311;0,551;0,422;0,345
run;spin;2;1;0,542;0,787;0,543;0,551;0,422;0,345
sliver;spill;2;2;0,388;0,347;0,291;0,408;0,633;0,456
downfall;spill;2;2;0,2;0,717;0,182;0,408;0,633;0,456
fall;spill;2;2;0,177;0,657;0,221;0,408;0,633;0,456
hang;spill;2;1;0,323;0,529;0,446;0,408;0,633;0,456
descent;spill;2;2;0,3;0,402;0,158;0,408;0,633;0,456
effusion;spill;2;2;0,344;0,73;0,472;0,408;0,633;0,456
plug;spill;2;2;0,531;0,356;0,473;0,408;0,633;0,456
cork;spill;2;2;0,347;0,25;0,281;0,408;0,633;0,456
peg;spill;2;2;0,52;0,357;0,393;0,408;0,633;0,456
overthrow;spill;3;2;0,26;0,868;0,62;0,408;0,633;0,456
nib;spike;2;2;0,51;0,282;0,406;0,382;0,51;0,408
peg;spike;2;2;0,52;0,357;0,393;0,382;0,51;0,408
pin;spike;2;2;0,438;0,346;0,39;0,382;0,51;0,408
pole;spike;2;2;0,418;0,398;0,368;0,382;0,51;0,408
ear;spike;2;1;0,469;0,216;0,231;0,382;0,51;0,408
nifty;spiffy;2;2;0,74;0,745;0,815;0,615;0,582;0,47
neat;spiffy;2;2;0,878;0,235;0,491;0,615;0,582;0,47
posh;spiffy;3;3;0,823;0,337;0,75;0,615;0,582;0,47
chic;spiffy;2;2;0,87;0,624;0,38;0,615;0,582;0,47
dressy;spiffy;2;2;0,8;0,57;0,696;0,615;0,582;0,47
racy;spicy;2;2;0,427;0,566;0,39;0,44;0,733;0,61
savory;spicy;2;2;0,812;0,717;0,619;0,44;0,733;0,61
smart;spicy;2;2;0,906;0,607;0,923;0,44;0,733;0,61
globular;spherical;3;3;0,542;0,375;0,438;0,55;0,308;0,5
round;spherical;2;1;0,552;0,434;0,311;0,55;0,308;0,5
scope;sphere;4;3;0,656;0,386;0,718;0,633;0,277;0,5
range;sphere;3;2;0,49;0,472;0,615;0,633;0,277;0,5
domain;sphere;5;3;0,573;0,549;0,828;0,633;0,277;0,5
semen;sperm;3;2;0,5;0,755;0,471;0,396;0,706;0,453
exhausted;spent;2;2;0,123;0,423;0,202;0,296;0,296;0,263
prostrate;spent;2;2;0,276;0,402;0,295;0,296;0,296;0,263
medicine;spell;2;2;0,708;0,318;0,679;0,385;0,38;0,368
charm;spell;4;2;0,833;0,363;0,649;0,385;0,38;0,368
enchantment;spell;2;1;0,816;0,775;0,647;0,385;0,38;0,368
fascination;spell;2;1;0,885;0,773;0,835;0,385;0,38;0,368
period;spell;3;2;0,396;0,324;0,588;0,385;0,38;0,368
break;spell;2;2;0,61;0,265;0,37;0,385;0,38;0,368
relief;spell;2;2;0,844;0,278;0,481;0,385;0,38;0,368
shift;spell;2;2;0,479;0,61;0,491;0,385;0,38;0,368
relay;spell;2;2;0,738;0,542;0,543;0,385;0,38;0,368
sorcery;spell;2;2;0,279;0,74;0,64;0,385;0,38;0,368
magic;spell;3;2;0,868;0,663;0,578;0,385;0,38;0,368
ready;speedy;3;2;0,77;0,388;0,648;0,625;0,625;0,793
fleet;speedy;2;2;0,547;0,43;0,623;0,625;0,625;0,793
agile;speedy;2;2;0,8;0,657;0,775;0,625;0,625;0,793
rash;speedy;2;2;0,219;0,82;0,491;0,625;0,625;0,793
nimble;speedy;2;2;0,833;0,729;0,769;0,625;0,625;0,793
express;speedy;2;2;0,76;0,623;0,691;0,625;0,625;0,793
snap;speedy;2;2;0,344;0,517;0,352;0,625;0,625;0,793
quickly;speedily;2;2;0,784;0,85;0,636;0,688;0,74;0,665
apace;speedily;2;2;0,536;0,5;0,536;0,688;0,74;0,665
quick;speedily;2;2;0,704;0,755;0,75;0,688;0,74;0,665
rapid;speedily;2;2;0,667;0,788;0,768;0,688;0,74;0,665
readiness;speed;2;2;0,708;0,531;0,7;0,719;0,849;0,658
gear;speed;2;2;0,51;0,577;0,509;0,719;0,849;0,658
oration;speech;4;3;0,646;0,315;0,683;0,656;0,47;0,688
dialect;speech;2;2;0,635;0,422;0,526;0,656;0,47;0,688
address;speech;4;2;0,65;0,327;0,567;0,656;0,47;0,688
doubtful;speculative;2;2;0,25;0,465;0,241;0,276;0,591;0,464
questionable;speculative;2;2;0,268;0,551;0,365;0,276;0,591;0,464
dubious;speculative;2;2;0,414;0,48;0,198;0,276;0,591;0,464
meditation;speculation;2;2;0,786;0,12;0,478;0,325;0,683;0,394
reflection;speculation;2;2;0,71;0,5;0,528;0,325;0,683;0,394
guesswork;speculation;2;2;0,417;0,451;0,405;0,325;0,683;0,394
conjecture;speculation;2;2;0,396;0,398;0,534;0,325;0,683;0,394
ghostly;spectral;2;1;0,26;0,764;0,43;0,43;0,667;0,5
esprit;specter;2;2;0,552;0,431;0,407;0,265;0,723;0,54
mind;specter;2;2;0,65;0,388;0,627;0,265;0,723;0,54
ghost;specter;3;2;0,265;0,755;0,343;0,265;0,723;0,54
phantom;specter;2;2;0,26;0,759;0,448;0,265;0,723;0,54
specs;spectacles;2;2;0,54;0,398;0,618;0,816;0,775;0,648
sight;spectacle;3;2;0,684;0,25;0,528;0,812;0,745;0,762
scene;spectacle;2;2;0,57;0,34;0,578;0,812;0,745;0,762
aspect;spectacle;3;2;0,479;0,469;0,588;0,812;0,745;0,762
scenery;spectacle;3;3;0,745;0,253;0,592;0,812;0,745;0,762
glasses;specs;2;2;0,531;0,21;0,33;0,54;0,398;0,618
mark;speck;2;2;0,491;0,231;0,6;0,418;0,245;0,343
smear;speck;2;2;0,23;0,433;0,4;0,418;0,245;0,343
flaw;speck;2;2;0,319;0,491;0,175;0,418;0,245;0,343
blot;speck;2;2;0,365;0,304;0,223;0,418;0,245;0,343
blur;speck;2;2;0,268;0,471;0,205;0,418;0,245;0,343
patch;speck;2;2;0,439;0,288;0,283;0,418;0,245;0,343
dab;speck;2;2;0,51;0,337;0,34;0,418;0,245;0,343
freckle;speck;2;2;0,542;0,396;0,254;0,418;0,245;0,343
blemish;speck;2;2;0,219;0,558;0,272;0,418;0,245;0,343
particle;speck;3;2;0,521;0,265;0,438;0,418;0,245;0,343
characteristic;specific;3;2;0,583;0,328;0,538;0,656;0,388;0,691
especial;specific;2;2;0,827;0,419;0,794;0,656;0,388;0,691
money;specie;2;1;0,844;0,608;0,827;0,583;0,471;0,65
extra;specially;3;2;0,656;0,551;0,745;0,847;0,398;0,714
peculiar;speciality;2;2;0,6;0,491;0,564;0,854;0,47;0,885
professional;specialist;2;1;0,833;0,447;0,943;0,76;0,562;0,877
odd;special;2;1;0,265;0,337;0,302;0,844;0,602;0,73
fantastic;special;2;2;0,969;0,696;0,831;0,844;0,602;0,73
phenomenal;special;2;2;0,915;0,75;0,918;0,844;0,602;0,73
outstanding;special;2;2;0,898;0,76;0,896;0,844;0,602;0,73
discrete;special;2;2;0,585;0,231;0,429;0,844;0,602;0,73
offshoot;spear;2;2;0,517;0,33;0,361;0,51;0,601;0,5
offset;spear;2;2;0,719;0,394;0,704;0,51;0,601;0,5
lancer;spear;2;2;0,417;0,528;0,519;0,51;0,601;0,5
harpoon;spear;2;2;0,49;0,7;0,557;0,51;0,601;0,5
dart;spear;3;2;0,417;0,608;0,5;0,51;0,601;0,5
scion;spear;2;2;0,49;0,38;0,451;0,51;0,601;0,5
brat;spawn;2;2;0,312;0,44;0,231;0,542;0,586;0,709
brood;spawn;2;2;0,633;0,519;0,434;0,542;0,586;0,709
quarrel;spat;2;2;0,112;0,929;0,496;0,427;0,413;0,309
scrimmage;spat;2;2;0,367;0,66;0,411;0,427;0,413;0,309
crippled;spastic;2;2;0,035;0,358;0,236;0,24;0,541;0,491
cramp;spasm;4;2;0,194;0,796;0,34;0,194;0,594;0,366
fit;spasm;2;1;0,604;0,45;0,632;0,194;0,594;0,366
seizure;spasm;2;1;0,177;0,775;0,462;0,194;0,594;0,366
attack;spasm;2;1;0,286;0,948;0,67;0,194;0,594;0,366
infrequent;sparse;3;2;0,312;0,377;0,192;0,24;0,367;0,209
glittering;sparkling;3;3;0,86;0,588;0,818;0,7;0,418;0,598
brilliant;sparkling;2;2;0,939;0,575;0,923;0,7;0,418;0,598
resplendent;sparkling;2;2;0,905;0,673;0,755;0,7;0,418;0,598
shiny;sparkling;2;2;0,885;0,604;0,787;0,7;0,418;0,598
bright;sparkling;2;2;0,89;0,527;0,812;0,7;0,418;0,598
shining;sparkling;2;2;0,885;0,673;0,812;0,7;0,418;0,598
spark;sparkle;2;2;0,688;0,745;0,529;0,819;0,765;0,51
sheen;sparkle;2;2;0,812;0,51;0,712;0,819;0,765;0,51
radiance;sparkle;2;2;0,796;0,625;0,719;0,819;0,765;0,51
scintilla;spark;2;2;0,476;0,528;0,385;0,688;0,745;0,529
fop;spark;2;2;0,281;0,561;0,328;0,688;0,745;0,529
backup;spare;2;2;0,52;0,51;0,553;0,552;0,398;0,411
haggard;spare;2;2;0,115;0,51;0,246;0,552;0,398;0,411
attenuate;spare;2;2;0,408;0,302;0,429;0,552;0,398;0,411
lean;spare;2;2;0,734;0,353;0,438;0,552;0,398;0,411
gaunt;spare;2;2;0,214;0,49;0,237;0,552;0,398;0,411
skinny;spare;2;2;0,333;0,333;0,298;0,552;0,398;0,411
balk;spar;2;2;0,229;0,451;0,415;0,417;0,438;0,536
beam;spar;2;2;0,584;0,349;0,382;0,417;0,438;0,536
post;spar;2;2;0,52;0,426;0,548;0,417;0,438;0,536
slap;spank;2;2;0,1;0,804;0,518;0,112;0,882;0,642
clap;spank;2;2;0,779;0,731;0,529;0,112;0,882;0,642
arc;span;2;2;0,552;0,388;0,396;0,521;0,33;0,528
bow;span;2;2;0,53;0,306;0,408;0,521;0,33;0,528
arch;span;2;2;0,5;0,354;0,468;0,521;0,33;0,528
expansive;spacious;2;2;0,708;0,65;0,778;0,88;0,365;0,557
roomy;spacious;5;3;0,76;0,342;0,736;0,88;0,365;0,557
distance;space;3;2;0,233;0,317;0,418;0,8;0,317;0,573
range;space;4;2;0,49;0,472;0,615;0,8;0,317;0,573
interval;space;3;2;0,51;0,284;0,4;0,8;0,317;0,573
reach;space;2;2;0,719;0,625;0,69;0,8;0,317;0,573
offset;space;2;2;0,719;0,394;0,704;0,8;0,317;0,573
field;space;2;1;0,64;0,38;0,336;0,8;0,317;0,573
scope;space;2;2;0,656;0,386;0,718;0,8;0,317;0,573
latitude;space;2;2;0,562;0,306;0,49;0,8;0,317;0,573
locality;space;2;2;0,582;0,336;0,464;0,8;0,317;0,573
seat;space;2;2;0,542;0,281;0,434;0,8;0,317;0,573
post;space;2;2;0,52;0,426;0,548;0,8;0,317;0,573
site;space;2;2;0,677;0,265;0,452;0,8;0,317;0,573
chair;space;2;2;0,562;0,082;0,276;0,8;0,317;0,573
point;space;2;2;0,49;0,193;0,431;0,8;0,317;0,573
region;space;2;2;0,54;0,295;0,712;0,8;0,317;0,573
section;space;2;2;0,5;0,269;0,421;0,8;0,317;0,573
council;soviet;2;1;0,875;0,279;0,635;0,347;0,58;0,536
independent;sovereign;2;1;0,885;0,44;0,872;0,698;0,5;0,885
remembrance;souvenir;3;2;0,812;0,25;0,519;0,844;0,311;0,466
parent;source;2;2;0,812;0,357;0,86;0,74;0,318;0,684
mint;source;2;2;0,688;0,221;0,345;0,74;0,318;0,684
root;source;3;2;0,602;0,279;0,508;0,74;0,318;0,684
resource;source;3;3;0,74;0,357;0,749;0,74;0,318;0,684
ancestry;source;2;2;0,708;0,519;0,717;0,74;0,318;0,684
original;source;2;2;0,765;0,48;0,746;0,74;0,318;0,684
rugged;sour;3;2;0,561;0,569;0,793;0,276;0,594;0,373
gaunt;sour;2;2;0,214;0,49;0,237;0,276;0,594;0,373
cross;sour;3;2;0,448;0,321;0,569;0,276;0,594;0,373
dreary;sour;2;2;0,26;0,49;0,324;0,276;0,594;0,373
austere;sour;2;2;0,5;0,39;0,422;0,276;0,594;0,373
somber;sour;2;2;0,184;0,5;0,38;0,276;0,594;0,373
propriety;soundness;2;2;0,823;0,273;0,798;0,78;0,377;0,893
solid;sound;2;2;0,667;0,304;0,763;0,765;0,623;0,398
robust;sound;2;2;0,667;0,604;0,719;0,765;0,623;0,398
hale;sound;4;2;0,479;0,435;0,5;0,765;0,623;0,398
responsible;sound;2;2;0,837;0,527;0,833;0,765;0,623;0,398
sensible;sound;2;2;0,625;0,454;0,312;0,765;0,623;0,398
rational;sound;2;2;0,775;0,347;0,632;0,765;0,623;0,398
sane;sound;4;2;0,76;0,235;0,67;0,765;0,623;0,398
right;sound;3;2;0,74;0,352;0,71;0,765;0,623;0,398
righteous;sound;2;2;0,823;0,385;0,79;0,765;0,623;0,398
plumb;sound;2;1;0,448;0,5;0,554;0,765;0,623;0,398
cove;sound;2;1;0,5;0,304;0,37;0,765;0,623;0,398
low;sound;2;2;0,292;0,22;0,102;0,765;0,623;0,398
deep;sound;2;2;0,49;0,473;0,657;0,765;0,623;0,398
profound;sound;2;2;0,755;0,546;0,736;0,765;0,623;0,398
person;soul;2;2;0,646;0,363;0,596;0,77;0,22;0,51
fellow;soul;2;2;0,745;0,298;0,57;0,77;0,22;0,51
people;soul;2;2;0,604;0,4;0,5;0,77;0,22;0,51
mortal;soul;2;2;0,196;0,786;0,51;0,77;0,22;0,51
one;soul;2;2;0,542;0,292;0,37;0,77;0,22;0,51
poltergeist;soul;2;2;0,271;0,784;0,544;0,77;0,22;0,51
shade;soul;2;2;0,388;0,265;0,278;0,77;0,22;0,51
psyche;soul;3;3;0,427;0,375;0,435;0,77;0,22;0,51
rating;sorting;2;1;0,663;0,679;0,637;0,469;0,4;0,642
classification;sorting;3;3;0,583;0,423;0,613;0,469;0,4;0,642
array;sort;2;2;0,521;0,396;0,568;0,673;0,389;0,674
rank;sort;2;2;0,531;0,38;0,686;0,673;0,389;0,674
rating;sort;2;2;0,663;0,679;0,637;0,673;0,389;0,674
description;sort;2;2;0,582;0,425;0,596;0,673;0,389;0,674
sequence;sort;2;2;0,543;0,35;0,529;0,673;0,389;0,674
run;sort;2;1;0,542;0,787;0,543;0,673;0,389;0,674
category;sort;2;2;0,571;0,264;0,521;0,673;0,389;0,674
assortment;sort;2;2;0,694;0,36;0,526;0,673;0,389;0,674
make;sort;2;2;0,684;0,42;0,48;0,673;0,389;0,674
breed;sort;3;2;0,49;0,441;0,578;0,673;0,389;0,674
persuasion;sort;2;2;0,612;0,67;0,537;0,673;0,389;0,674
genre;sort;3;3;0,52;0,433;0,5;0,673;0,389;0,674
fashion;sort;2;2;0,827;0,616;0,589;0,673;0,389;0,674
dreary;sorry;2;2;0,26;0,49;0,324;0,406;0,362;0,212
rueful;sorry;2;2;0,173;0,429;0,225;0,406;0,362;0,212
deplorable;sorry;2;2;0,135;0,657;0,23;0,406;0,362;0,212
dismal;sorry;2;2;0,194;0,45;0,192;0,406;0,362;0,212
afflicted;sorry;2;2;0,271;0,5;0,167;0,406;0,362;0,212
plaintive;sorry;3;2;0,292;0,529;0,306;0,406;0,362;0,212
grievous;sorry;2;2;0,146;0,64;0,179;0,406;0,362;0,212
rueful;sorrowful;3;3;0,173;0,429;0,225;0,049;0,422;0,163
mournful;sorrowful;4;3;0,18;0,441;0,188;0,049;0,422;0,163
afflicted;sorrowful;2;2;0,271;0,5;0,167;0,049;0,422;0,163
plaintive;sorrowful;4;3;0,292;0,529;0,306;0,049;0,422;0,163
grievous;sorrowful;2;2;0,146;0,64;0,179;0,049;0,422;0,163
distress;sorrow;2;2;0,073;0,84;0,396;0,052;0,235;0,164
sore;sorrow;2;2;0,094;0,65;0,224;0,052;0,235;0,164
heartache;sorrow;3;2;0,088;0,75;0,291;0,052;0,235;0,164
rue;sorrow;2;2;0,323;0,394;0,246;0,052;0,235;0,164
sensitivity;soreness;2;2;0,75;0,417;0,395;0,113;0,843;0,302
sensibility;soreness;2;2;0,583;0,423;0,448;0,113;0,843;0,302
sore;soreness;2;2;0,094;0,65;0,224;0,113;0,843;0,302
distress;soreness;2;2;0,073;0,84;0,396;0,113;0,843;0,302
pang;soreness;3;2;0,146;0,595;0,455;0,113;0,843;0,302
sore;sorely;2;2;0,094;0,65;0,224;0,284;0,727;0,37
extremely;sorely;2;2;0,635;0,827;0,886;0,284;0,727;0,37
aching;sore;2;2;0,053;0,88;0,348;0,094;0,65;0,224
ailing;sore;2;2;0,094;0,518;0,153;0,094;0,65;0,224
distress;sore;2;2;0,073;0,84;0,396;0,094;0,65;0,224
grief;sore;2;2;0,07;0,64;0,474;0,094;0,65;0,224
