from_word;to_word;LanguageWeight;FamilyWeight;Valence.x;Arousal.x;Dominance.x;Valence.y;Arousal.y;Dominance.y
accustomed;usual;8;2;0,542;0,365;0,441;0,625;0,221;0,4
customary;usual;10;2;0,7;0,253;0,561;0,625;0,221;0,4
consume;use;5;2;0,427;0,62;0,509;0,438;0,358;0,409
advantageous;useful;9;3;0,837;0,64;0,789;0,833;0,411;0,726
accustomed;used;2;1;0,542;0,365;0,441;0,354;0,306;0,287
customary;used;2;1;0,7;0,253;0,561;0,354;0,306;0,287
used;usual;2;1;0,354;0,306;0,287;0,625;0,221;0,4
employ;use;12;2;0,729;0,481;0,702;0,438;0,358;0,409
uphill;upwards;3;1;0,396;0,723;0,572;0,724;0,439;0,638
overhead;upstairs;8;1;0,344;0,7;0,538;0,663;0,408;0,645
dazed;upset;4;1;0,3;0,697;0,277;0,071;0,68;0,33
perplexed;upset;4;1;0,312;0,705;0,318;0,071;0,68;0,33
false;untrue;6;2;0,12;0,404;0,24;0,031;0,5;0,188
brutal;unpleasant;6;1;0,122;0,882;0,643;0,122;0,612;0,185
gruff;unpleasant;6;1;0,323;0,611;0,472;0,122;0,612;0,185
harsh;unpleasant;7;1;0,25;0,65;0,623;0,122;0,612;0,185
rough;unpleasant;6;1;0,406;0,794;0,632;0,122;0,612;0,185
sour;unpleasant;6;1;0,276;0,594;0,373;0,122;0,612;0,185
surly;unpleasant;6;1;0,221;0,469;0,493;0,122;0,612;0,185
unkind;unpleasant;6;1;0,135;0,409;0,31;0,122;0,612;0,185
single;unmarried;9;2;0,291;0,354;0,259;0,438;0,48;0,545
brutal;unkind;7;1;0,122;0,882;0,643;0,135;0,409;0,31
gruff;unkind;6;1;0,323;0,611;0,472;0,135;0,409;0,31
harsh;unkind;6;1;0,25;0,65;0,623;0,135;0,409;0,31
rough;unkind;6;1;0,406;0,794;0,632;0,135;0,409;0,31
sour;unkind;6;1;0,276;0,594;0,373;0,135;0,409;0,31
surly;unkind;6;1;0,221;0,469;0,493;0,135;0,409;0,31
generality;universality;5;2;0,604;0,36;0,5;0,796;0,41;0,84
general;universal;9;2;0,834;0,484;0,853;0,802;0,417;0,833
join;unite;10;2;0,729;0,479;0,684;0,781;0,375;0,61
connect;unite;5;2;0,724;0,299;0,536;0,781;0,375;0,61
combine;unite;3;2;0,663;0,442;0,533;0,781;0,375;0,61
inconceivable;unintelligible;3;1;0,198;0,552;0,561;0,208;0,472;0,283
thankless;ungrateful;9;2;0,146;0,5;0,497;0,219;0,461;0,275
realize;understand;11;2;0,757;0,462;0,647;0,76;0,374;0,643
drawers;underpants;6;1;0,539;0,26;0,236;0,448;0,473;0,276
panties;underpants;7;2;0,594;0,529;0,312;0,448;0,473;0,276
down;underneath;7;2;0,208;0,33;0,264;0,45;0,265;0,158
beneath;underneath;13;2;0,354;0,173;0,233;0,45;0,265;0,158
subway;underground;6;2;0,418;0,3;0,464;0,396;0,455;0,452
discover;uncover;9;1;0,771;0,793;0,673;0,771;0,552;0,648
raw;uncooked;4;1;0,143;0,349;0,342;0,312;0,321;0,241
dirty;unclean;9;3;0,153;0,46;0,17;0,133;0,529;0,134
filthy;unclean;9;3;0,115;0,714;0,321;0,133;0,529;0,134
nasty;unclean;7;1;0,115;0,62;0,264;0,133;0,529;0,134
soiled;unclean;7;1;0,106;0,529;0,213;0,133;0,529;0,134
bad;ugly;6;2;0,125;0,625;0,373;0,167;0,63;0,254
nasty;ugly;11;2;0,115;0,62;0,264;0,167;0,63;0,254
miserable;ugly;3;1;0,062;0,461;0,188;0,167;0,63;0,254
poor;ugly;3;1;0,156;0,358;0,087;0,167;0,63;0,254
turn;utilize;4;1;0,531;0,398;0,482;0,694;0,445;0,545
dismiss;turn;3;1;0,167;0,541;0,509;0,531;0,398;0,482
line;turn;8;2;0,541;0,18;0,353;0,531;0,398;0,482
file;turn;7;1;0,48;0,316;0,463;0,531;0,398;0,482
rank;turn;7;1;0,531;0,38;0,686;0,531;0,398;0,482
row;turn;7;1;0,427;0,275;0,406;0,531;0,398;0,482
melody;tune;9;1;0,847;0,434;0,405;0,708;0,479;0,426
agitation;tumult;7;2;0,24;0,931;0,447;0,271;0,64;0,636
riot;tumult;7;2;0,061;0,946;0,586;0,271;0,64;0,636
abdomen;tummy;11;2;0,469;0,462;0,471;0,427;0,365;0,23
belly;tummy;11;2;0,51;0,388;0,387;0,427;0,365;0,23
drag;tug;11;2;0,388;0,606;0,348;0,32;0,604;0,558
draw;tug;10;2;0,704;0,449;0,481;0,32;0,604;0,558
haul;tug;11;2;0,551;0,564;0,453;0,32;0,604;0,558
pull;tug;10;2;0,45;0,685;0,473;0,32;0,604;0,558
jerk;tug;3;2;0,194;0,63;0,238;0,32;0,604;0,558
barrel;tube;11;2;0,429;0,298;0,474;0,418;0,279;0,409
channel;tube;7;1;0,49;0,287;0,405;0,418;0,279;0,409
pipe;tube;12;3;0,541;0,34;0,33;0,418;0,279;0,409
attempt;try;13;3;0,625;0,491;0,431;0,604;0,551;0,556
examine;try;3;1;0,615;0,623;0,786;0,604;0,551;0,556
test;try;11;2;0,449;0,5;0,509;0,604;0,551;0,556
reality;truth;12;3;0,786;0,365;0,787;0,971;0,4;0,685
reliable;trustworthy;7;2;0,912;0,241;0,875;0,969;0,315;0,824
confidence;trust;13;3;0,959;0,276;0,943;0,888;0,547;0,741
faith;trust;12;2;0,833;0,22;0,763;0,888;0,547;0,741
stem;trunk;12;2;0,615;0,191;0,336;0,271;0,167;0,404
lorry;truck;13;3;0,521;0,481;0,402;0,531;0,368;0,546
pants;trousers;13;2;0,673;0,32;0,333;0,625;0,314;0,442
problem;trouble;10;3;0,062;0,644;0,415;0,135;0,811;0,452
difficulty;trouble;9;2;0,079;0,74;0,368;0,135;0,811;0,452
commonplace;trite;10;2;0,52;0,337;0,442;0,458;0,418;0,29
dismal;trite;8;1;0,194;0,45;0,192;0,458;0,418;0,29
trick;trickery;5;2;0,542;0,7;0,409;0,146;0,798;0,336
quiver;tremble;12;2;0,32;0,452;0,335;0,177;0,878;0,388
shiver;tremble;12;2;0,26;0,765;0,236;0,177;0,878;0,388
handle;treat;10;2;0,698;0,571;0,558;0,573;0,571;0,436
go;travel;10;2;0,51;0,441;0,444;0,931;0,689;0,535
ride;travel;11;2;0,806;0,465;0,472;0,931;0,689;0,535
send;transmit;10;2;0,663;0,48;0,537;0,836;0,581;0,673
sin;transgression;6;2;0,177;0,712;0,449;0,158;0,89;0,611
alteration;transformation;8;2;0,167;0,798;0,609;0,796;0,618;0,77
change;transformation;8;2;0,625;0,575;0,606;0,796;0,618;0,77
conversion;transformation;9;3;0,48;0,605;0,736;0,796;0,618;0,77
streetcar;tram;9;2;0,39;0,569;0,566;0,667;0,628;0,492
commerce;trade;12;3;0,646;0,5;0,788;0,561;0,544;0,69
affair;trade;2;1;0,52;0,459;0,657;0,561;0,544;0,69
shop;trade;4;2;0,725;0,632;0,565;0,561;0,544;0,69
store;trade;2;1;0,646;0,538;0,407;0,561;0,544;0,69
business;trade;12;2;0,688;0,569;0,755;0,561;0,544;0,69
negotiate;trade;3;1;0,612;0,708;0,769;0,561;0,544;0,69
castle;tower;13;2;0,68;0,396;0,718;0,606;0,38;0,644
overall;total;8;2;0,583;0,37;0,67;0,771;0,286;0,714
theme;topic;11;3;0,541;0,176;0,427;0,52;0,276;0,427
subject;topic;11;3;0,602;0,344;0,558;0,52;0,276;0,427
agent;tool;6;1;0,48;0,439;0,755;0,49;0,35;0,594
means;tool;7;2;0,615;0,373;0,46;0,49;0,35;0,594
sole;tongue;2;1;0,427;0,194;0,279;0,542;0,432;0,482
grave;tomb;11;3;0,153;0,385;0,386;0,112;0,5;0,343
endure;tolerate;10;3;0,32;0,61;0,574;0,724;0,43;0,588
character;token;11;2;0,667;0,373;0,686;0,51;0,418;0,414
mark;token;13;2;0,491;0,231;0,6;0,51;0,418;0,414
sign;token;13;2;0,62;0,481;0,397;0,51;0,418;0,414
signal;token;13;2;0,615;0,417;0,464;0,51;0,418;0,414
proof;token;9;2;0,438;0,509;0,619;0,51;0,418;0,414
roast;toast;7;2;0,521;0,541;0,311;0,74;0,382;0,356
degree;title;7;1;0,724;0,365;0,663;0,708;0,356;0,574
heading;title;10;3;0,551;0,292;0,642;0,708;0,356;0,574
exhausted;tired;6;2;0,123;0,423;0,202;0,125;0,317;0,191
hint;tip;6;2;0,602;0,33;0,517;0,708;0,221;0,518
diminutive;tiny;4;2;0,323;0,2;0,109;0,479;0,196;0,125
little;tiny;6;2;0,385;0,16;0,213;0,479;0,196;0,125
small;tiny;6;2;0,542;0,205;0,12;0,479;0,196;0,125
shyness;timidity;6;3;0,312;0,265;0,246;0,333;0,358;0,153
road;time;2;1;0,656;0,404;0,404;0,604;0,288;0,609
path;time;2;1;0,59;0,245;0,421;0,604;0,288;0,609
occasion;time;6;2;0,7;0,451;0,398;0,604;0,288;0,609
route;time;2;1;0,583;0,353;0,518;0,604;0,288;0,609
schedule;time;2;1;0,51;0,38;0,48;0,604;0,288;0,609
agriculture;tillage;7;1;0,64;0,357;0,465;0,552;0,591;0,54
farming;tillage;6;1;0,58;0,414;0,568;0,552;0,591;0,54
fund;till;6;1;0,521;0,36;0,426;0,49;0,327;0,319
connect;tie;9;1;0,724;0,299;0,536;0,663;0,464;0,431
bind;tie;11;2;0,398;0,462;0,448;0,663;0,464;0,431
join;tie;9;1;0,729;0,479;0,684;0,663;0,464;0,431
arrange;tidy;7;1;0,74;0,49;0,571;0,76;0,208;0,647
bill;ticket;8;1;0,396;0,402;0,535;0,684;0,387;0,434
note;ticket;8;1;0,594;0,163;0,416;0,684;0,387;0,434
push;thrust;10;3;0,417;0,608;0,524;0,51;0,647;0,663
throw;vomit;4;1;0,344;0,77;0,623;0,073;0,569;0,188
stingy;thrifty;3;2;0,094;0,548;0,283;0,604;0,38;0,676
sill;threshold;10;3;0,433;0,375;0,324;0,531;0,519;0,575
menace;threaten;10;2;0,125;0,894;0,759;0,104;0,958;0,59
menace;threat;11;2;0,125;0,894;0,759;0,135;0,865;0,667
account;think;7;1;0,531;0,347;0,472;0,786;0,408;0,618
deem;think;7;1;0,594;0,529;0,69;0,786;0,408;0,618
gaunt;thin;10;2;0,214;0,49;0,237;0,469;0,337;0,356
lean;thin;11;2;0,734;0,353;0,438;0,469;0,337;0,356
slender;thin;12;2;0,812;0,548;0,664;0,469;0,337;0,356
hip;thigh;3;1;0,448;0,415;0,345;0,469;0,433;0,588
bold;thick;7;1;0,49;0,271;0,483;0,449;0,433;0,596
subject;theme;11;3;0,602;0,344;0,558;0,541;0,176;0,427
abstraction;theft;5;1;0,469;0,439;0,525;0,135;0,867;0,394
melting;thaw;5;2;0,592;0,47;0,538;0,438;0,321;0,327
gratitude;thanks;7;2;0,885;0,441;0,61;0,918;0,472;0,461
fabric;textile;6;2;0,635;0,19;0,345;0,604;0,235;0,395
lyric;text;7;1;0,702;0,269;0,464;0,604;0,157;0,402
attest;testify;5;2;0,439;0,71;0,685;0,521;0,65;0,741
attempt;test;11;2;0,625;0,491;0,431;0,449;0,5;0,509
effort;test;5;1;0,698;0,778;0,858;0,449;0,5;0,509
examine;test;4;1;0,615;0,623;0,786;0,449;0,5;0,509
investigation;test;11;2;0,531;0,592;0,82;0,449;0,5;0,509
examination;test;11;2;0,378;0,657;0,679;0,449;0,5;0,509
abysmal;terrible;8;2;0,25;0,71;0,598;0,061;0,849;0,604
dreadful;terrible;10;2;0,092;0,786;0,348;0,061;0,849;0,604
gruesome;terrible;9;2;0,094;0,837;0,474;0,061;0,849;0,604
horrible;terrible;12;3;0,071;0,857;0,398;0,061;0,849;0,604
ground;terrain;8;2;0,398;0,343;0,602;0,54;0,3;0,472
grounds;terrain;5;1;0,667;0,5;0,598;0,54;0,3;0,472
condition;terms;9;2;0,5;0,469;0,519;0,49;0,362;0,645
stipulation;terms;8;2;0,469;0,622;0,654;0,49;0,362;0,645
end;terminate;10;2;0,198;0,349;0,298;0,171;0,41;0,441
finish;terminate;10;2;0,471;0,429;0,545;0,171;0,41;0,441
attend;tend;5;1;0,65;0,42;0,625;0,604;0,398;0,412
nurse;tend;5;1;0,635;0,578;0,521;0,604;0,398;0,412
muscle;tendon;2;1;0,359;0,49;0,645;0,341;0,271;0,463
string;tendon;5;2;0,385;0,398;0,445;0,341;0,271;0,463
softness;tenderness;2;1;0,875;0,086;0,402;0,949;0,276;0,367
dear;tender;2;2;0,88;0,434;0,629;0,63;0,52;0,509
gentle;tender;13;2;0,847;0,353;0,589;0,63;0,52;0,509
lovely;tender;3;1;0,917;0,456;0,741;0,63;0,52;0,509
soft;tender;14;2;0,76;0,179;0,232;0,63;0,52;0,509
sweet;tender;11;1;0,668;0,418;0,382;0,63;0,52;0,509
renter;tenant;6;2;0,59;0,301;0,371;0,385;0,36;0,398
entice;tempt;7;2;0,521;0,887;0,518;0,21;0,677;0,5
seduce;tempt;4;2;0,462;0,864;0,689;0,21;0,677;0,5
mood;temper;7;3;0,72;0,5;0,5;0,633;0,623;0,818
lie;tell;3;1;0,13;0,725;0,272;0,551;0,35;0,457
narrate;tell;11;2;0,541;0,48;0,473;0,551;0,35;0,457
relate;tell;10;1;0,653;0,5;0,623;0,551;0,35;0,457
command;tell;6;2;0,427;0,79;0,849;0,551;0,35;0,457
order;tell;6;2;0,78;0,295;0,814;0,551;0,35;0,457
say;tell;11;2;0,571;0,31;0,482;0,551;0,35;0,457
television;tv;10;3;0,633;0,391;0,547;0,622;0,38;0,393
lecturer;teacher;3;1;0,677;0,549;0,736;0,76;0,404;0,885
rate;tax;4;2;0,521;0,297;0,407;0,26;0,481;0,534
nice;tasty;9;2;0,93;0,442;0,65;0,959;0,786;0,555
pie;tart;10;3;0,88;0,402;0,368;0,719;0,38;0,219
chaos;tangle;9;1;0,016;0,923;0,373;0,354;0,545;0,254
speak;talk;11;2;0,765;0,472;0,5;0,833;0,346;0,594
aptitude;talent;10;3;0,75;0,471;0,746;0,959;0,607;0,811
disposition;talent;6;2;0,663;0,542;0,734;0,959;0,607;0,811
account;tale;8;2;0,531;0,347;0,472;0,663;0,3;0,336
narrative;tale;11;2;0,58;0,303;0,443;0,663;0,3;0,336
story;tale;11;2;0,653;0,406;0,704;0,663;0,3;0,336
account;take;4;1;0,531;0,347;0,472;0,828;0,537;0,348
consider;take;4;1;0,677;0,368;0,579;0,828;0,537;0,348
esteem;take;4;1;0,745;0,38;0,679;0,828;0,537;0,348
regard;take;4;1;0,802;0,336;0,809;0,828;0,537;0,348
demolish;take;3;1;0,125;0,632;0,7;0,828;0,537;0,348
get;take;10;2;0,74;0,594;0,667;0,828;0,537;0,348
backside;tail;3;2;0,182;0,417;0,342;0,48;0,272;0,293
rump;tail;3;2;0,449;0,425;0,396;0,48;0,272;0,293
index;tabulation;4;1;0,448;0,268;0,342;0,396;0,346;0,526
table;tabulation;4;1;0,551;0,17;0,284;0,396;0,346;0,526
tablet;tabulation;4;1;0,562;0,33;0,438;0,396;0,346;0,526
index;tablet;4;1;0,448;0,268;0,342;0,562;0,33;0,438
table;tablet;4;1;0,551;0,17;0,284;0,562;0,33;0,438
index;table;6;2;0,448;0,268;0,342;0,551;0,17;0,284
lovely;sympathetic;2;1;0,917;0,456;0,741;0,796;0,434;0,609
nice;sympathetic;3;2;0,93;0,442;0,65;0,796;0,434;0,609
plane;sycamore;5;2;0,51;0,356;0,386;0,5;0,401;0,527
maple;sycamore;7;1;0,541;0,39;0,339;0,5;0,401;0,527
faint;swoon;11;3;0,063;0,429;0,167;0,292;0,51;0,16
fling;swing;5;1;0,439;0,696;0,534;0,602;0,51;0,481
hog;swine;16;3;0,317;0,509;0,271;0,34;0,519;0,277
pool;swimming;2;1;0,625;0,356;0,598;0,76;0,559;0,524
float;swim;9;1;0,688;0,394;0,344;0,688;0,461;0,529
dear;sweet;3;2;0,88;0,434;0,629;0,668;0,418;0,382
lovely;sweet;6;2;0,917;0,456;0,741;0,668;0,418;0,382
perspiration;sweat;10;3;0,385;0,667;0,49;0,388;0,579;0,297
cuss;swear;9;2;0,354;0,538;0,443;0,601;0,577;0,658
curse;swear;10;2;0,033;0,72;0,375;0,601;0,577;0,658
marsh;swamp;9;3;0,302;0,358;0,277;0,245;0,425;0,235
constant;sustained;8;2;0,74;0,296;0,686;0,649;0,34;0,58
lasting;sustained;6;1;0,804;0,535;0,745;0,649;0,34;0,58
continual;sustained;7;1;0,5;0,423;0,685;0,649;0,34;0,58
permanent;sustained;7;1;0,745;0,345;0,736;0,649;0,34;0,58
lean;sustain;5;1;0,734;0,353;0,438;0,635;0,358;0,593
support;sustain;9;1;0,811;0,472;0,737;0,635;0,358;0,593
distrust;suspicion;3;1;0,06;0,67;0,276;0,204;0,711;0,377
suspect;suspicion;2;1;0,133;0,75;0,509;0,204;0,711;0,377
distrust;suspect;3;1;0,06;0,67;0,276;0,133;0,75;0,509
astonishment;surprise;6;2;0,68;0,718;0,519;0,875;0,875;0,562
guess;surmise;12;3;0,64;0,463;0,442;0,529;0,4;0,347
presume;surmise;9;2;0,448;0,635;0,635;0,529;0,4;0,347
suppose;surmise;9;2;0,551;0,343;0,348;0,529;0,4;0,347
brutal;surly;7;1;0,122;0,882;0,643;0,221;0,469;0,493
gruff;surly;8;2;0,323;0,611;0,472;0,221;0,469;0,493
harsh;surly;8;2;0,25;0,65;0,623;0,221;0,469;0,493
rough;surly;8;2;0,406;0,794;0,632;0,221;0,469;0,493
sour;surly;8;2;0,276;0,594;0,373;0,221;0,469;0,493
operation;surgical;2;1;0,475;0,611;0,755;0,327;0,696;0,723
certain;sure;14;3;0,76;0,358;0,673;0,724;0,27;0,793
guess;suppose;11;2;0,64;0,463;0,442;0,551;0,343;0,348
presume;suppose;10;3;0,448;0,635;0,635;0,551;0,343;0,348
party;supporters;7;1;0,948;0,84;0,547;0,763;0,539;0,558
member;supporter;7;1;0,698;0,333;0,555;0,721;0,51;0,698
prop;support;10;2;0,51;0,427;0,436;0,811;0,472;0,737
lean;support;5;1;0,734;0,353;0,438;0,811;0,472;0,737
deliver;supply;10;2;0,583;0,37;0,582;0,708;0,519;0,603
furnish;supply;8;2;0,755;0,487;0,49;0,708;0,519;0,603
audit;supervise;7;1;0,375;0,562;0,735;0,698;0,555;0,889
inspect;supervise;3;1;0,479;0,603;0,793;0,698;0,555;0,889
check;supervise;7;1;0,523;0,552;0,602;0,698;0,555;0,889
chief;superior;6;2;0,52;0,544;0,869;0,801;0,697;0,94
shallow;superficial;10;2;0,427;0,298;0,351;0,357;0,407;0,309
call;summon;9;2;0,594;0,627;0,558;0,521;0,56;0,664
amount;sum;11;2;0,562;0,422;0,649;0,792;0,34;0,42
brimstone;sulphur;10;2;0,357;0,52;0,44;0,26;0,45;0,233
costume;suit;11;3;0,548;0,51;0,374;0,776;0,282;0,482
clothing;suit;3;2;0,75;0,343;0,407;0,776;0,282;0,482
outfit;suit;8;2;0,76;0,49;0,566;0,776;0,282;0,482
indicate;suggest;8;2;0,594;0,35;0,676;0,573;0,471;0,517
abide;suffer;7;1;0,635;0,354;0,705;0,082;0,91;0,259
bear;suffer;7;1;0,448;0,57;0,475;0,082;0,91;0,259
endure;suffer;8;2;0,32;0,61;0,574;0,082;0,91;0,259
abrupt;sudden;12;3;0,271;0,819;0,545;0,449;0,66;0,435
achievement;success;8;1;0,896;0,808;0,759;0,959;0,88;0,981
noun;substantive;8;2;0,531;0,23;0,477;0,5;0,35;0,455
foolish;stupid;13;2;0,316;0,255;0,109;0,133;0,51;0,2
atelier;studio;7;2;0,49;0,33;0,705;0,677;0,265;0,62
academic;student;8;1;0,781;0,42;0,812;0,634;0,318;0,537
action;struggle;10;1;0,76;0,898;0,802;0,365;0,82;0,741
battle;struggle;13;2;0,365;0,945;0,868;0,365;0,82;0,741
scuffle;struggle;9;1;0,146;0,8;0,529;0,365;0,82;0,741
fight;struggle;11;2;0,531;0,868;0,809;0,365;0,82;0,741
ray;stripe;5;1;0,55;0,67;0,538;0,629;0,302;0,361
string;stripe;3;2;0,385;0,398;0,445;0,629;0,302;0,361
strip;stripe;8;3;0,427;0,5;0,436;0,629;0,302;0,361
ray;strip;5;1;0,55;0,67;0,538;0,427;0,5;0,436
string;strip;3;2;0,385;0,398;0,445;0,427;0,5;0,436
rope;string;9;2;0,385;0,28;0,345;0,385;0,398;0,445
muscle;string;2;1;0,359;0,49;0,645;0,385;0,398;0,445
hit;strike;14;3;0,235;0,931;0,679;0,271;0,811;0,571
knock;strike;12;2;0,312;0,531;0,527;0,271;0,811;0,571
beat;strike;10;2;0,279;0,647;0,492;0,271;0,811;0,571
pace;stride;8;1;0,51;0,38;0,39;0,49;0,67;0,434
step;stride;9;1;0,531;0,321;0,347;0,49;0,67;0,434
accent;stress;12;2;0,598;0,357;0,509;0,173;0,843;0,317
force;strength;12;2;0,612;0,75;0,905;0,802;0,682;0,858
river;stream;6;2;0,688;0,392;0,605;0,449;0,537;0,559
current;stream;11;2;0,625;0,312;0,612;0,449;0,537;0,559
flow;stream;12;2;0,696;0,316;0,464;0,449;0,537;0,559
choke;strangle;6;1;0,167;0,788;0,676;0,094;0,927;0,527
odd;strange;10;2;0,265;0,337;0,302;0,314;0,663;0,395
peculiar;strange;10;3;0,6;0,491;0,564;0,314;0,663;0,395
foreigner;strange;4;1;0,5;0,519;0,48;0,314;0,663;0,395
alien;strange;11;2;0,41;0,615;0,491;0,314;0,663;0,395
foreign;strange;10;2;0,573;0,681;0,385;0,314;0,663;0,395
simple;straightforward;7;2;0,653;0,13;0,314;0,78;0,15;0,38
direct;straight;14;2;0,793;0,403;0,65;0,667;0,298;0,669
furnace;stove;8;1;0,429;0,529;0,5;0,466;0,391;0,405
kiln;stove;6;1;0,451;0,423;0,414;0,466;0,391;0,405
oven;stove;9;2;0,583;0,425;0,606;0,466;0,391;0,405
account;story;9;2;0,531;0,347;0,472;0,653;0,406;0,704
narrative;story;11;2;0,58;0,303;0,443;0,653;0,406;0,704
history;story;12;2;0,729;0,382;0,754;0,653;0,406;0,704
floor;story;11;2;0,43;0,23;0,25;0,653;0,406;0,704
assault;storm;6;2;0,167;0,848;0,55;0,188;0,94;0,543
commerce;store;2;1;0,646;0,5;0,788;0,646;0,538;0,407
boutique;store;9;1;0,745;0,49;0,441;0,646;0,538;0,407
affair;store;2;1;0,52;0,459;0,657;0,646;0,538;0,407
business;store;3;2;0,688;0,569;0,755;0,646;0,538;0,407
case;store;2;1;0,427;0,275;0,441;0,646;0,538;0,407
matter;store;2;1;0,487;0,353;0,562;0,646;0,538;0,407
battery;storage;4;1;0,48;0,425;0,442;0,698;0,406;0,564
stage;stop;4;1;0,592;0,306;0,473;0,28;0,51;0,49
sock;stocking;5;3;0,5;0,167;0,29;0,594;0,324;0,688
condition;stipulation;10;2;0,5;0,469;0,519;0,469;0,622;0,654
reek;stink;5;2;0,177;0,48;0,311;0,042;0,481;0,18
smell;stink;5;2;0,51;0,52;0,33;0,042;0,481;0,18
pick;sting;6;1;0,5;0,464;0,525;0,163;0,651;0,373
stab;sting;10;2;0,167;0,882;0,595;0,163;0,651;0,373
rigid;stiff;9;2;0,357;0,552;0,591;0,158;0,459;0,569
formal;stiff;3;1;0,735;0,25;0,625;0,158;0,459;0,569
measured;stiff;4;2;0,542;0,265;0,578;0,158;0,459;0,569
glue;stick;8;2;0,45;0,345;0,349;0,396;0,364;0,382
baton;stick;12;3;0,272;0,235;0,519;0,396;0,364;0,382
cane;stick;12;2;0,459;0,298;0,398;0,396;0,364;0,382
moor;steppe;4;1;0,311;0,464;0,378;0,427;0,321;0,379
pace;step;12;2;0,51;0,38;0,39;0,531;0,321;0,347
blade;stem;3;1;0,378;0,602;0,594;0,615;0,191;0,336
stalk;stem;8;2;0,436;0,272;0,395;0,615;0,191;0,336
beefsteak;steak;9;2;0,594;0,391;0,455;0,625;0,359;0,315
remain;stay;11;2;0,709;0,365;0,731;0,604;0,275;0,516
stage;station;6;2;0,592;0,306;0,473;0,688;0,367;0,519
declaration;statement;10;2;0,551;0,59;0,714;0,688;0,608;0,825
proclamation;statement;7;1;0,708;0,767;0,871;0,688;0,608;0,825
declare;state;8;1;0,677;0,623;0,668;0,562;0,32;0,604
attest;state;2;1;0,439;0,71;0,685;0,562;0,32;0,604
state;testify;2;1;0,562;0,32;0,604;0,521;0,65;0,741
assert;state;7;1;0,75;0,619;0,809;0,562;0,32;0,604
beginning;start;13;3;0,816;0,528;0,558;0,684;0,43;0,589
begin;start;11;2;0,677;0,569;0,763;0,684;0,43;0,589
commence;start;11;2;0,76;0,585;0,741;0,684;0,43;0,589
gaze;stare;6;2;0,633;0,588;0,586;0,541;0,43;0,538
peer;stare;4;1;0,458;0,321;0,569;0,541;0,43;0,538
clamp;staple;7;2;0,541;0,388;0,454;0,542;0,306;0,438
brace;staple;5;1;0,61;0,385;0,364;0,542;0,306;0,438
bracket;staple;6;1;0,49;0,35;0,682;0,542;0,306;0,438
parenthesis;staple;5;1;0,51;0,255;0,38;0,542;0,306;0,438
flag;standard;10;2;0,592;0,378;0,536;0,673;0,143;0,605
barn;stand;6;1;0,51;0,452;0,425;0,6;0,324;0,509
shed;stand;6;1;0,427;0,402;0,47;0,6;0,324;0,509
blade;stalk;4;1;0,378;0,602;0,594;0,436;0,272;0,395
pole;stake;10;2;0,418;0,398;0,368;0,406;0,608;0,46
post;stake;8;2;0,52;0,426;0,548;0,406;0,608;0,46
staircase;stairs;11;1;0,469;0,347;0,44;0,51;0,439;0,342
earnest;staid;7;2;0,653;0,38;0,67;0,385;0,29;0,634
serious;staid;9;2;0,5;0,455;0,619;0,385;0,29;0,634
heap;stack;11;3;0,582;0,51;0,474;0,47;0,282;0,427
pile;stack;10;3;0,461;0,32;0,539;0,47;0,282;0,427
pick;stab;6;1;0,5;0,464;0,525;0,167;0,882;0,595
print;squeeze;3;1;0,521;0,384;0,482;0,458;0,676;0,532
press;squeeze;10;2;0,552;0,52;0,491;0,458;0,676;0,532
oppress;squeeze;8;1;0,186;0,654;0,555;0,458;0,676;0,532
market;square;2;1;0,724;0,48;0,521;0,509;0,34;0,291
plaza;square;7;2;0,69;0,346;0,529;0,509;0,34;0,291
marketplace;square;2;2;0,698;0,42;0,525;0,509;0,34;0,291
fir;spruce;4;1;0,521;0,275;0,306;0,604;0,288;0,38
spring;springtime;13;2;0,837;0,37;0,481;0,837;0,439;0,722
jump;spring;13;2;0,625;0,865;0,611;0,837;0,37;0,481
leap;spring;12;2;0,75;0,663;0,667;0,837;0,37;0,481
fountain;spring;10;2;0,704;0,292;0,559;0,837;0,37;0,481
source;spring;12;2;0,74;0,318;0,684;0,837;0,37;0,481
blot;spot;11;3;0,365;0,304;0,223;0,51;0,18;0,336
location;spot;14;2;0,615;0,375;0,546;0,51;0,18;0,336
place;spot;14;2;0,573;0,261;0,398;0,51;0,18;0,336
fungus;sponge;2;2;0,388;0,337;0,173;0,551;0,192;0,219
mushroom;sponge;2;2;0,49;0,274;0,269;0,551;0,192;0,219
grudge;spite;2;2;0,115;0,647;0,414;0,08;0,6;0,317
resentment;spite;3;2;0,163;0,745;0,528;0,08;0,6;0,317
discontent;spite;2;1;0,24;0,53;0,263;0,08;0,6;0,317
displeasure;spite;2;1;0,115;0,559;0,25;0,08;0,6;0,317
dissatisfaction;spite;2;1;0,115;0,663;0,202;0,08;0,6;0,317
breath;spirit;2;2;0,684;0,392;0,451;0,786;0,37;0,621
ball;sphere;9;2;0,74;0,427;0,317;0,633;0,277;0,5
dumb;speechless;8;2;0,188;0,33;0,151;0,459;0,32;0,315
mute;speechless;8;2;0,271;0,2;0,25;0,459;0,32;0,315
glasses;spectacles;12;2;0,531;0,21;0,33;0,816;0,775;0,648
play;spectacle;4;2;0,812;0,765;0,358;0,812;0,745;0,762
