Word;Valence_lang;Arousal_lang;Dominance_lang;Valence_fam;Arousal_fam;Dominance_fam;Valence_mean;Arousal_mean;Dominance_mean;Valence;Arousal;Dominance
compilation;0;0;0;0;0;0;0;0;0;0,53;0,512;0,606
usage;0,486506904955321;0,435613322502031;0,503329813160032;0,511309090909091;0,4424;0,544727272727273;0,496428571428571;0,444357142857143;0,519357142857143;NA;NA;NA
use;0;0;0;0;0;0;0;0;0;0,438;0,358;0,409
antonym;0,539;0,415;0,461;0,539;0,415;0,461;0,539;0,415;0,461;NA;NA;NA
opposite;0;0;0;0;0;0;0;0;0;0,235;0,545;0,408
attain;0;0;0;0;0;0;0;0;0;0,806;0,51;0,719
license;0;0;0;0;0;0;0;0;0;0,5;0,394;0,702
pumpkin;0,531;0,667;0,41;0,531;0,667;0,41;0,531;0,667;0,41;NA;NA;NA
pussy;0,551;0,87;0,5;0,551;0,87;0,5;0,551;0,87;0,5;NA;NA;NA
puss;0;0;0;0;0;0;0;0;0;0,306;0,582;0,236
external;0,6952;0,5402;0,6572;0,625333333333323;0,554333333333324;0,627333333333322;0,537999999999993;0,571999999999993;0,589999999999993;NA;NA;NA
bag;0,512789473684211;0,257894736842105;0,310210526315789;0,51525;0,257;0,3115;0,515249999983581;0,25699999999181;0,311499999990074;NA;NA;NA
purse;0;0;0;0;0;0;0;0;0;0,656;0,176;0,306
pocket;0;0;0;0;0;0;0;0;0;0,458;0,275;0,34
airs;0;0;0;0;0;0;0;0;0;0,583;0,196;0,37
stubborn;0;0;0;0;0;0;0;0;0;0,157;0,702;0,575
cussed;0,177585365853659;0,666658536585366;0,540707317073171;0,180430769230769;0,6681;0,545592307692308;0,180430769230769;0,6681;0,545592307692308;NA;NA;NA
refractory;0;0;0;0;0;0;0;0;0;0,52;0,357;0,588
hey;0,313495622971918;0,393756836312862;0,324058713863043;0,311167673209314;0,393744483541891;0,324309798791033;0,307499998078553;0,393499997541173;0,324499997972327;NA;NA;NA
foreign;0,352260869565217;0,560478260869565;0,428434782608696;0,343666666666667;0,544777777777778;0,411777777777778;0,3388;0,5346;0,4054;NA;NA;NA
globe;0,625775147928994;0,386962524654832;0,628374753451676;0,641037037037037;0,365718518518518;0,625866666666667;0,574815920397991;0,456676616915404;0,638835820895506;NA;NA;NA
racket;0;0;0;0;0;0;0;0;0;0,52;0,356;0,352
argue;0;0;0;0;0;0;0;0;0;0,093;0,798;0,525
other;0;0;0;0;0;0;0;0;0;0,472;0,23;0,259
proclaim;0;0;0;0;0;0;0;0;0;0,719;0,673;0,876
slice;0,49;0,49;0,393;0,49;0,49;0,393;0,49;0,49;0,393;NA;NA;NA
pair;0;0;0;0;0;0;0;0;0;0,552;0,317;0,304
demise;0;0;0;0;0;0;0;0;0;0,104;0,596;0,456
jester;0,719142857142857;0,690571428571429;0,366285714285714;0,7105;0,679;0,358;0,7105;0,679;0,358;NA;NA;NA
quarter;0;0;0;0;0;0;0;0;0;0,568;0,296;0,509
barrier;0,204;0,708;0,336;0,204;0,708;0,336;0,204;0,708;0,336;NA;NA;NA
paunch;0,435576923076923;0,415923076923077;0,434;0,43774418604651;0,416232558139533;0,43374418604651;0,445058823529095;0,419058823529102;0,434647058823206;NA;NA;NA
buy;0,544089512752044;0,57103681953678;0,660483004831139;0,523177161884537;0,576455520028395;0,652628254219393;0,560022620038857;0,55213821815154;0,657607271718013;NA;NA;NA
billfold;0,656;0,176;0,306;0,656;0,176;0,306;0,656;0,176;0,306;NA;NA;NA
notecase;0,656;0,176;0,306;0,656;0,176;0,306;0,656;0,176;0,306;NA;NA;NA
pocketbook;0,656;0,176;0,306;0,656;0,176;0,306;0,656;0,176;0,306;NA;NA;NA
nap;0;0;0;0;0;0;0;0;0;0,66;0,098;0,342
totally;0;0;0;0;0;0;0;0;0;0,82;0,422;0,702
whole;0;0;0;0;0;0;0;0;0;0,653;0,357;0,572
infraction;0;0;0;0;0;0;0;0;0;0,245;0,66;0,471
tag;0;0;0;0;0;0;0;0;0;0,612;0,353;0,375
fashionable;0;0;0;0;0;0;0;0;0;0,75;0,51;0,605
ban;0;0;0;0;0;0;0;0;0;0,146;0,689;0,587
unruly;0;0;0;0;0;0;0;0;0;0,24;0,745;0,547
boisterous;0;0;0;0;0;0;0;0;0;0,385;0,806;0,565
essence;0;0;0;0;0;0;0;0;0;0,663;0,369;0,575
discontented;0,0951428571428571;0,634714285714286;0,353285714285714;0,0885;0,6255;0,3455;0,0885;0,6255;0,3455;NA;NA;NA
ace;0;0;0;0;0;0;0;0;0;0,643;0,481;0,546
dab hand;0,833;0,447;0,943;0,833;0,447;0,943;0,833;0,447;0,943;NA;NA;NA
crowd;0;0;0;0;0;0;0;0;0;0,35;0,827;0,731
overlook;0,49825;0,724;0,888;0,52;0,698;0,883666666666667;0,52;0,698;0,883666666666667;NA;NA;NA
existence;0;0;0;0;0;0;0;0;0;0,76;0,513;0,771
viola;0;0;0;0;0;0;0;0;0;0,521;0,461;0,481
